checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_length,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
<0 DM,15,existing_credits_paid_duly,business,1291,<100 DM,<1 year,1,male_single,none,4,building_society_savings,53,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,30,critical_account,furniture_equipment,2943,<100 DM,1_to_4 years,1,male_divorced_separated,none,1,real_estate,32,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,20,critical_account,radio_television,1258,<100 DM,<1 year,1,male_single,none,4,real_estate,32,stores,own,1,highly_qualified_employee,2,none,yes,Good
<0 DM,22,existing_credits_paid_duly,car_used,1699,<100 DM,1_to_4 years,2,male_single,none,4,unknown_no_property,44,none,own,2,unskilled_resident,1,none,yes,Good
<0 DM,39,existing_credits_paid_duly,others,8258,<100 DM,>7 years,1,female_divorced_separated_married,none,4,car_or_other,24,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,25,critical_account,car_new,667,unknown_no_savings,>7 years,4,male_single,none,3,building_society_savings,27,none,own,3,unskilled_resident,1,yes_registered,yes,Good
<0 DM,25,critical_account,radio_television,494,<100 DM,<1 year,2,male_single,none,4,real_estate,48,none,own,2,unskilled_resident,1,yes_registered,yes,Bad
0_to_200 DM,32,critical_account,radio_television,3129,>1000 DM,>7 years,2,male_single,none,4,car_or_other,27,none,own,2,skilled_employee,1,yes_registered,yes,Bad
<0 DM,17,critical_account,radio_television,1124,>1000 DM,4_to_7 years,2,male_single,none,1,car_or_other,23,none,own,3,skilled_employee,1,none,yes,Good
0_to_200 DM,13,existing_credits_paid_duly,car_new,1446,<100 DM,1_to_4 years,4,male_divorced_separated,none,4,car_or_other,58,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,12,existing_credits_paid_duly,business,1046,<100 DM,1_to_4 years,3,female_single,none,2,building_society_savings,25,none,own,2,highly_qualified_employee,1,none,yes,Good
no_checking_account,8,delay_in_past,car_new,1507,<100 DM,4_to_7 years,3,male_married_widowed,none,4,building_society_savings,38,stores,own,1,unskilled_resident,1,yes_registered,no,Good
>200 DM,50,all_credits_paid_back,radio_television,5535,100_to_500 DM,1_to_4 years,4,female_single,none,3,car_or_other,37,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,12,existing_credits_paid_duly,car_new,3170,100_to_500 DM,1_to_4 years,3,male_divorced_separated,none,2,real_estate,19,none,own,2,unskilled_resident,1,none,yes,Good
no_checking_account,18,critical_account,car_used,3306,>1000 DM,1_to_4 years,3,female_single,none,2,unknown_no_property,34,none,own,1,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,17,existing_credits_paid_duly,radio_television,670,unknown_no_savings,<1 year,2,male_married_widowed,none,4,car_or_other,40,none,own,4,skilled_employee,1,none,yes,Good
<0 DM,23,critical_account,furniture_equipment,807,100_to_500 DM,>7 years,3,male_married_widowed,none,1,building_society_savings,39,none,own,2,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,28,existing_credits_paid_duly,car_new,250,<100 DM,1_to_4 years,2,female_divorced_separated_married,co-applicant,2,building_society_savings,45,bank,rent,2,skilled_employee,1,none,yes,Good
>200 DM,29,critical_account,car_new,1026,<100 DM,<1 year,4,male_single,none,4,car_or_other,33,none,own,1,unskilled_resident,1,none,yes,Good
no_checking_account,15,all_credits_paid_back,furniture_equipment,3532,unknown_no_savings,>7 years,2,female_single,none,2,real_estate,43,none,own,2,skilled_employee,1,none,yes,Good
0_to_200 DM,18,existing_credits_paid_duly,radio_television,2596,<100 DM,>7 years,4,male_single,none,3,building_society_savings,30,none,rent,1,unskilled_resident,1,none,yes,Good
<0 DM,22,existing_credits_paid_duly,business,1548,<100 DM,>7 years,1,male_single,none,4,car_or_other,25,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,17,existing_credits_paid_duly,car_new,1780,100_to_500 DM,1_to_4 years,2,female_single,none,2,building_society_savings,26,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,41,critical_account,furniture_equipment,1116,<100 DM,<1 year,3,male_single,none,2,car_or_other,25,bank,own,2,unskilled_resident,1,yes_registered,yes,Bad
no_checking_account,25,critical_account,car_new,2086,unknown_no_savings,1_to_4 years,4,male_single,none,3,real_estate,47,none,own,1,skilled_employee,1,yes_registered,no,Good
>200 DM,27,existing_credits_paid_duly,car_new,3090,100_to_500 DM,<1 year,3,male_single,none,4,car_or_other,25,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,27,existing_credits_paid_duly,radio_television,583,<100 DM,>7 years,4,female_single,none,4,real_estate,39,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,34,existing_credits_paid_duly,radio_television,2229,unknown_no_savings,<1 year,2,female_divorced_separated_married,none,4,real_estate,34,none,own,1,unemployed_unskilled_non_resident,1,none,yes,Good
>200 DM,21,existing_credits_paid_duly,car_new,3472,<100 DM,1_to_4 years,2,male_single,none,4,unknown_no_property,35,none,own,2,highly_qualified_employee,1,none,yes,Good
<0 DM,11,critical_account,car_new,1352,<100 DM,1_to_4 years,1,male_single,none,2,car_or_other,51,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,24,critical_account,car_new,2952,<100 DM,1_to_4 years,2,male_single,none,1,building_society_savings,32,none,rent,1,skilled_employee,1,none,yes,Good
<0 DM,14,delay_in_past,education,12968,<100 DM,>7 years,2,male_single,none,2,real_estate,42,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,15,critical_account,business,1680,<100 DM,1_to_4 years,2,female_single,guarantor,2,car_or_other,36,bank,own,1,skilled_employee,1,none,yes,Bad
<0 DM,26,existing_credits_paid_duly,car_new,2381,<100 DM,<1 year,4,female_single,none,4,building_society_savings,35,none,rent,1,skilled_employee,1,none,yes,Bad
<0 DM,35,critical_account,car_new,1078,<100 DM,1_to_4 years,1,female_divorced_separated_married,none,4,unknown_no_property,65,none,own,2,skilled_employee,2,none,yes,Good
0_to_200 DM,20,delay_in_past,education,2052,<100 DM,1_to_4 years,3,male_single,none,1,unknown_no_property,25,none,rent,1,unemployed_unskilled_non_resident,1,none,yes,Good
<0 DM,23,critical_account,business,2495,>1000 DM,<1 year,3,male_divorced_separated,none,4,car_or_other,50,none,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,43,critical_account,furniture_equipment,2072,>1000 DM,4_to_7 years,3,male_single,none,2,building_society_savings,43,none,own,1,highly_qualified_employee,1,none,yes,Bad
<0 DM,22,existing_credits_paid_duly,car_new,885,<100 DM,1_to_4 years,3,male_single,none,2,building_society_savings,32,none,for_free,1,skilled_employee,1,none,yes,Good
0_to_200 DM,64,critical_account,car_new,2089,<100 DM,4_to_7 years,2,female_single,none,4,car_or_other,54,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
0_to_200 DM,25,existing_credits_paid_duly,radio_television,5031,<100 DM,>7 years,2,male_married_widowed,none,2,real_estate,23,bank,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,9,existing_credits_paid_duly,furniture_equipment,2475,<100 DM,>7 years,4,female_divorced_separated_married,none,3,building_society_savings,32,none,own,2,highly_qualified_employee,2,none,yes,Good
<0 DM,28,existing_credits_paid_duly,car_new,3545,>1000 DM,>7 years,4,female_divorced_separated_married,none,1,real_estate,27,bank,own,1,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,23,critical_account,radio_television,1531,500_to_1000 DM,1_to_4 years,2,male_single,none,2,real_estate,40,none,own,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,35,critical_account,car_new,3056,<100 DM,<1 year,1,male_single,guarantor,4,real_estate,27,bank,own,1,highly_qualified_employee,1,none,yes,Good
no_checking_account,27,delay_in_past,radio_television,2198,<100 DM,1_to_4 years,4,male_single,none,4,building_society_savings,40,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,18,critical_account,car_used,929,<100 DM,>7 years,3,female_single,none,2,car_or_other,34,bank,own,3,skilled_employee,1,yes_registered,yes,Good
<0 DM,11,existing_credits_paid_duly,car_new,2259,100_to_500 DM,>7 years,3,female_single,none,2,building_society_savings,32,none,rent,1,skilled_employee,1,none,yes,Good
<0 DM,18,critical_account,radio_television,903,<100 DM,>7 years,3,male_single,none,4,building_society_savings,40,none,own,4,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,13,existing_credits_paid_duly,furniture_equipment,1160,unknown_no_savings,<1 year,2,female_single,none,4,real_estate,34,none,own,1,highly_qualified_employee,1,none,yes,Good
no_checking_account,15,existing_credits_paid_duly,business,2064,>1000 DM,>7 years,4,male_single,none,2,car_or_other,27,none,own,1,highly_qualified_employee,2,yes_registered,no,Good
>200 DM,26,existing_credits_paid_duly,radio_television,2226,<100 DM,1_to_4 years,3,male_single,none,3,real_estate,73,none,own,1,unemployed_unskilled_non_resident,1,yes_registered,yes,Good
>200 DM,42,critical_account,car_used,786,<100 DM,unemployed,2,male_single,none,4,car_or_other,32,none,own,1,highly_qualified_employee,1,yes_registered,yes,Bad
0_to_200 DM,23,critical_account,radio_television,3781,unknown_no_savings,1_to_4 years,3,female_divorced_separated_married,none,3,unknown_no_property,21,bank,own,1,unskilled_resident,1,none,yes,Bad
no_checking_account,11,existing_credits_paid_duly,car_used,2698,<100 DM,unemployed,4,female_single,none,1,real_estate,29,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,24,no_credits_taken,business,1103,<100 DM,1_to_4 years,4,male_single,none,4,real_estate,26,none,own,1,skilled_employee,2,none,yes,Good
0_to_200 DM,34,critical_account,furniture_equipment,616,<100 DM,1_to_4 years,1,male_single,none,2,building_society_savings,44,none,own,1,skilled_employee,2,yes_registered,yes,Bad
0_to_200 DM,15,no_credits_taken,radio_television,1633,unknown_no_savings,1_to_4 years,3,male_single,none,3,unknown_no_property,39,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,18,delay_in_past,car_new,1323,100_to_500 DM,4_to_7 years,4,male_divorced_separated,none,3,car_or_other,40,none,rent,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,20,critical_account,furniture_equipment,1957,100_to_500 DM,>7 years,4,female_divorced_separated_married,none,4,unknown_no_property,33,none,own,2,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,14,existing_credits_paid_duly,education,1402,unknown_no_savings,4_to_7 years,4,male_single,none,3,building_society_savings,34,none,for_free,1,skilled_employee,1,none,yes,Good
no_checking_account,26,existing_credits_paid_duly,domestic_appliances,443,unknown_no_savings,1_to_4 years,2,male_single,none,2,unknown_no_property,33,none,own,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,19,delay_in_past,car_new,1377,unknown_no_savings,>7 years,4,male_single,none,2,real_estate,35,bank,own,1,highly_qualified_employee,1,yes_registered,yes,Good
>200 DM,24,critical_account,car_new,1459,<100 DM,>7 years,4,male_single,none,4,real_estate,45,none,for_free,1,unskilled_resident,1,none,yes,Good
<0 DM,13,existing_credits_paid_duly,repairs,2817,<100 DM,<1 year,1,male_single,none,2,unknown_no_property,39,bank,own,1,skilled_employee,1,none,yes,Bad
0_to_200 DM,16,critical_account,business,1109,500_to_1000 DM,1_to_4 years,3,male_single,none,2,unknown_no_property,41,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,27,all_credits_paid_back,car_new,5855,500_to_1000 DM,1_to_4 years,3,male_single,none,2,real_estate,41,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,16,existing_credits_paid_duly,furniture_equipment,474,100_to_500 DM,unemployed,4,female_single,guarantor,4,real_estate,45,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,43,critical_account,furniture_equipment,4527,<100 DM,4_to_7 years,2,male_single,none,3,real_estate,39,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
<0 DM,16,critical_account,education,1545,>1000 DM,>7 years,4,male_single,none,2,real_estate,40,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,22,existing_credits_paid_duly,car_new,3300,500_to_1000 DM,<1 year,4,female_divorced_separated_married,guarantor,2,real_estate,49,none,own,2,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,30,critical_account,car_new,1911,<100 DM,>7 years,4,male_single,none,4,unknown_no_property,30,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,10,existing_credits_paid_duly,radio_television,4014,<100 DM,>7 years,4,male_divorced_separated,none,3,car_or_other,29,bank,for_free,1,unskilled_resident,2,yes_registered,no,Good
no_checking_account,9,existing_credits_paid_duly,car_new,1378,<100 DM,>7 years,4,male_single,none,4,car_or_other,27,none,own,1,skilled_employee,2,yes_registered,yes,Good
<0 DM,10,existing_credits_paid_duly,furniture_equipment,837,<100 DM,1_to_4 years,1,female_divorced_separated_married,none,4,car_or_other,38,none,own,2,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,35,critical_account,furniture_equipment,4887,<100 DM,>7 years,4,male_single,none,4,car_or_other,23,stores,rent,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,15,existing_credits_paid_duly,car_used,1669,<100 DM,1_to_4 years,3,male_single,co-applicant,2,car_or_other,41,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
>200 DM,63,existing_credits_paid_duly,furniture_equipment,2111,<100 DM,1_to_4 years,4,male_single,none,4,car_or_other,35,none,own,3,skilled_employee,1,none,yes,Bad
0_to_200 DM,15,existing_credits_paid_duly,radio_television,4291,100_to_500 DM,unemployed,2,female_divorced_separated_married,none,1,building_society_savings,48,none,own,2,highly_qualified_employee,1,none,no,Good
0_to_200 DM,21,critical_account,car_new,877,100_to_500 DM,unemployed,4,female_divorced_separated_married,none,2,car_or_other,30,none,own,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,40,delay_in_past,radio_television,2743,unknown_no_savings,4_to_7 years,4,male_single,none,4,car_or_other,34,none,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,49,critical_account,domestic_appliances,1196,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,2,car_or_other,48,none,for_free,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,50,existing_credits_paid_duly,radio_television,1648,<100 DM,1_to_4 years,1,male_single,none,2,unknown_no_property,51,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,34,delay_in_past,car_new,1901,unknown_no_savings,<1 year,2,male_single,none,2,building_society_savings,30,none,own,1,skilled_employee,2,none,yes,Good
<0 DM,31,existing_credits_paid_duly,car_new,632,<100 DM,4_to_7 years,4,male_single,none,3,car_or_other,38,none,own,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,26,critical_account,car_used,1048,unknown_no_savings,unemployed,1,male_single,co-applicant,3,real_estate,39,none,rent,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,28,critical_account,furniture_equipment,4655,unknown_no_savings,>7 years,4,male_married_widowed,none,4,car_or_other,40,none,own,1,skilled_employee,1,yes_registered,no,Good
<0 DM,15,no_credits_taken,furniture_equipment,3362,<100 DM,<1 year,1,male_divorced_separated,none,4,building_society_savings,34,none,own,2,highly_qualified_employee,1,none,no,Bad
<0 DM,13,delay_in_past,radio_television,1730,unknown_no_savings,<1 year,4,male_single,none,4,real_estate,50,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,20,all_credits_paid_back,car_new,2143,<100 DM,1_to_4 years,3,male_single,none,2,building_society_savings,22,none,own,3,skilled_employee,1,yes_registered,yes,Good
>200 DM,18,existing_credits_paid_duly,car_new,1471,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,4,car_or_other,32,none,rent,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,16,existing_credits_paid_duly,furniture_equipment,4673,100_to_500 DM,1_to_4 years,4,male_single,none,2,real_estate,40,none,own,1,skilled_employee,1,none,yes,Bad
<0 DM,27,existing_credits_paid_duly,radio_television,1571,<100 DM,1_to_4 years,3,male_single,none,2,unknown_no_property,41,bank,for_free,1,skilled_employee,1,none,yes,Bad
no_checking_account,30,existing_credits_paid_duly,car_new,2126,unknown_no_savings,>7 years,2,male_single,none,1,real_estate,51,none,rent,1,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,20,delay_in_past,radio_television,4032,<100 DM,4_to_7 years,1,male_single,guarantor,3,unknown_no_property,49,none,own,1,highly_qualified_employee,1,none,yes,Bad
<0 DM,39,existing_credits_paid_duly,car_used,1049,<100 DM,unemployed,4,male_single,none,1,car_or_other,34,stores,for_free,2,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,12,critical_account,retraining,5383,<100 DM,1_to_4 years,3,male_single,co-applicant,2,building_society_savings,50,none,own,2,unskilled_resident,1,yes_registered,yes,Bad
no_checking_account,18,existing_credits_paid_duly,business,619,100_to_500 DM,>7 years,4,male_single,none,2,building_society_savings,30,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,14,all_credits_paid_back,car_used,5657,<100 DM,1_to_4 years,3,male_single,none,2,car_or_other,46,none,own,1,highly_qualified_employee,1,none,yes,Bad
0_to_200 DM,8,critical_account,car_new,1392,<100 DM,<1 year,3,male_single,none,3,car_or_other,57,none,own,2,skilled_employee,1,none,yes,Bad
0_to_200 DM,19,existing_credits_paid_duly,furniture_equipment,1525,unknown_no_savings,>7 years,3,male_divorced_separated,none,4,car_or_other,49,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,19,existing_credits_paid_duly,car_used,481,<100 DM,4_to_7 years,1,female_divorced_separated_married,none,4,building_society_savings,37,none,own,1,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,39,delay_in_past,radio_television,1315,unknown_no_savings,1_to_4 years,3,male_single,none,2,building_society_savings,33,stores,rent,2,skilled_employee,1,none,no,Bad
no_checking_account,26,existing_credits_paid_duly,repairs,873,<100 DM,unemployed,4,female_single,none,2,unknown_no_property,24,none,own,1,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,12,all_credits_paid_back,radio_television,1181,500_to_1000 DM,<1 year,4,male_single,co-applicant,4,real_estate,39,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,46,existing_credits_paid_duly,repairs,1642,500_to_1000 DM,4_to_7 years,2,female_divorced_separated_married,none,1,building_society_savings,27,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,34,critical_account,furniture_equipment,3534,<100 DM,<1 year,4,male_married_widowed,none,4,building_society_savings,30,none,own,4,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,26,delay_in_past,car_new,2090,<100 DM,1_to_4 years,4,male_single,none,2,car_or_other,27,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,18,delay_in_past,radio_television,2242,unknown_no_savings,1_to_4 years,3,male_single,none,4,car_or_other,32,none,rent,1,highly_qualified_employee,2,yes_registered,yes,Good
0_to_200 DM,13,delay_in_past,furniture_equipment,839,<100 DM,1_to_4 years,1,male_married_widowed,none,2,building_society_savings,36,none,own,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,16,existing_credits_paid_duly,radio_television,976,unknown_no_savings,>7 years,1,male_single,none,3,real_estate,39,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,32,existing_credits_paid_duly,car_used,6368,<100 DM,>7 years,3,female_divorced_separated_married,none,4,real_estate,31,bank,own,1,unskilled_resident,2,none,yes,Good
0_to_200 DM,46,critical_account,car_new,1080,<100 DM,4_to_7 years,4,male_single,none,3,building_society_savings,47,none,rent,1,skilled_employee,1,yes_registered,yes,Good
>200 DM,40,existing_credits_paid_duly,others,5763,<100 DM,<1 year,4,male_single,none,2,building_society_savings,34,none,rent,3,skilled_employee,1,yes_registered,yes,Good
no_checking_account,16,existing_credits_paid_duly,car_new,1525,unknown_no_savings,<1 year,1,male_single,none,3,unknown_no_property,30,none,own,3,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,12,existing_credits_paid_duly,others,1810,<100 DM,1_to_4 years,2,male_single,none,4,building_society_savings,38,none,own,1,skilled_employee,2,yes_registered,yes,Good
<0 DM,21,existing_credits_paid_duly,business,3824,unknown_no_savings,<1 year,4,female_single,none,1,real_estate,59,none,for_free,2,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,9,critical_account,radio_television,4404,unknown_no_savings,>7 years,4,female_single,guarantor,1,unknown_no_property,39,none,for_free,1,unskilled_resident,1,none,yes,Good
no_checking_account,23,all_credits_paid_back,radio_television,1673,<100 DM,<1 year,4,male_married_widowed,none,3,building_society_savings,33,none,for_free,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,18,existing_credits_paid_duly,radio_television,1377,<100 DM,1_to_4 years,4,male_married_widowed,none,2,car_or_other,24,bank,for_free,1,highly_qualified_employee,2,none,yes,Good
<0 DM,16,existing_credits_paid_duly,education,1738,500_to_1000 DM,1_to_4 years,1,female_single,none,4,real_estate,34,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,9,critical_account,car_used,2290,<100 DM,4_to_7 years,4,female_divorced_separated_married,none,2,building_society_savings,38,bank,own,2,skilled_employee,1,none,yes,Good
no_checking_account,25,existing_credits_paid_duly,furniture_equipment,3374,>1000 DM,<1 year,4,male_single,co-applicant,2,unknown_no_property,33,none,own,2,skilled_employee,1,none,yes,Good
0_to_200 DM,15,existing_credits_paid_duly,radio_television,1813,<100 DM,1_to_4 years,2,male_single,none,2,car_or_other,24,none,own,1,unskilled_resident,1,none,yes,Good
no_checking_account,11,critical_account,furniture_equipment,2788,<100 DM,1_to_4 years,4,male_married_widowed,none,3,building_society_savings,29,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,5,delay_in_past,furniture_equipment,5692,>1000 DM,>7 years,2,male_single,guarantor,1,car_or_other,52,stores,own,3,skilled_employee,2,yes_registered,yes,Good
<0 DM,19,existing_credits_paid_duly,car_used,2361,<100 DM,unemployed,1,male_single,none,1,unknown_no_property,52,none,own,1,skilled_employee,1,none,yes,Bad
0_to_200 DM,44,existing_credits_paid_duly,radio_television,2248,<100 DM,>7 years,2,female_divorced_separated_married,none,1,real_estate,29,none,own,1,highly_qualified_employee,1,yes_registered,yes,Bad
<0 DM,42,existing_credits_paid_duly,education,624,<100 DM,>7 years,2,male_single,co-applicant,4,building_society_savings,43,none,rent,4,skilled_employee,1,none,yes,Good
no_checking_account,16,existing_credits_paid_duly,car_new,286,<100 DM,1_to_4 years,3,male_single,none,2,unknown_no_property,27,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,15,existing_credits_paid_duly,business,2372,<100 DM,>7 years,3,female_divorced_separated_married,co-applicant,4,real_estate,51,stores,own,1,highly_qualified_employee,1,yes_registered,yes,Good
>200 DM,24,existing_credits_paid_duly,radio_television,1691,>1000 DM,unemployed,3,male_single,none,1,car_or_other,38,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,12,existing_credits_paid_duly,repairs,1260,<100 DM,>7 years,3,male_single,guarantor,1,car_or_other,46,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,23,existing_credits_paid_duly,radio_television,2144,<100 DM,1_to_4 years,2,male_single,none,3,car_or_other,23,none,own,2,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,28,delay_in_past,radio_television,1733,100_to_500 DM,1_to_4 years,1,male_single,guarantor,3,building_society_savings,43,none,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,34,critical_account,car_new,3981,<100 DM,1_to_4 years,4,male_single,none,4,building_society_savings,36,none,own,4,skilled_employee,1,none,yes,Bad
<0 DM,19,existing_credits_paid_duly,repairs,1920,<100 DM,<1 year,3,male_single,none,4,car_or_other,45,none,own,2,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,18,all_credits_paid_back,car_new,1071,unknown_no_savings,>7 years,2,female_divorced_separated_married,none,4,real_estate,46,none,own,2,unskilled_resident,1,none,yes,Good
<0 DM,13,all_credits_paid_back,retraining,3615,500_to_1000 DM,unemployed,4,male_married_widowed,none,3,building_society_savings,37,stores,own,1,unskilled_resident,1,none,yes,Bad
0_to_200 DM,13,critical_account,others,1553,<100 DM,4_to_7 years,4,male_single,none,3,real_estate,31,none,own,1,skilled_employee,1,none,yes,Good
no_checking_account,18,existing_credits_paid_duly,car_used,2613,100_to_500 DM,1_to_4 years,4,male_single,none,2,real_estate,44,none,for_free,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,23,existing_credits_paid_duly,car_new,1294,<100 DM,>7 years,3,male_single,none,4,unknown_no_property,36,bank,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,30,existing_credits_paid_duly,radio_television,1147,100_to_500 DM,1_to_4 years,2,female_divorced_separated_married,none,3,building_society_savings,29,none,own,2,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,13,delay_in_past,car_used,1917,<100 DM,1_to_4 years,4,male_married_widowed,none,3,unknown_no_property,29,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,39,delay_in_past,education,1824,<100 DM,1_to_4 years,2,male_single,guarantor,2,real_estate,25,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,17,existing_credits_paid_duly,car_new,2529,<100 DM,4_to_7 years,3,male_single,none,1,car_or_other,32,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,19,no_credits_taken,car_new,1498,<100 DM,<1 year,1,female_divorced_separated_married,none,4,real_estate,48,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,14,critical_account,business,499,<100 DM,<1 year,4,female_single,none,2,car_or_other,38,stores,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,6,existing_credits_paid_duly,radio_television,1335,unknown_no_savings,<1 year,2,male_single,none,3,car_or_other,32,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,29,delay_in_past,education,3151,<100 DM,4_to_7 years,4,female_divorced_separated_married,none,1,real_estate,44,bank,rent,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,27,delay_in_past,car_used,1468,<100 DM,<1 year,4,male_single,none,4,unknown_no_property,29,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,17,existing_credits_paid_duly,radio_television,1521,<100 DM,4_to_7 years,3,male_married_widowed,none,1,real_estate,37,none,own,2,skilled_employee,1,none,yes,Good
>200 DM,20,existing_credits_paid_duly,radio_television,3606,<100 DM,<1 year,4,male_single,none,4,car_or_other,34,none,own,2,skilled_employee,1,none,yes,Good
0_to_200 DM,25,existing_credits_paid_duly,radio_television,1098,500_to_1000 DM,>7 years,4,male_single,none,2,unknown_no_property,44,none,own,1,unskilled_resident,1,none,yes,Good
0_to_200 DM,9,existing_credits_paid_duly,radio_television,614,<100 DM,>7 years,4,male_single,none,4,unknown_no_property,24,none,rent,2,skilled_employee,1,none,yes,Good
no_checking_account,15,critical_account,radio_television,1615,<100 DM,1_to_4 years,3,male_single,none,4,unknown_no_property,29,none,own,1,skilled_employee,2,yes_registered,yes,Good
<0 DM,28,critical_account,furniture_equipment,1288,<100 DM,1_to_4 years,4,male_single,none,2,building_society_savings,24,none,rent,1,unskilled_resident,1,yes_registered,yes,Good
>200 DM,11,existing_credits_paid_duly,car_used,919,500_to_1000 DM,1_to_4 years,3,female_divorced_separated_married,none,3,real_estate,34,none,own,1,unskilled_resident,1,yes_registered,yes,Good
0_to_200 DM,22,existing_credits_paid_duly,radio_television,1599,<100 DM,unemployed,4,male_single,none,2,real_estate,49,none,own,2,skilled_employee,1,yes_registered,no,Good
no_checking_account,10,critical_account,car_new,2550,<100 DM,1_to_4 years,3,female_single,none,2,building_society_savings,32,none,own,2,skilled_employee,1,yes_registered,no,Good
